Benedictio's	Benedictus	
Benedictus		
Benes, Juraj		
Benjamin, Walter		
Benoit	Benoit, Peter	
Benoît	Benoit, Peter	
Benoit, Peter		
Béranger		
Berbermuziek		
Berceuse	Wiegeliederen	
Berceuse-chansons	Wiegeliederen	
Berceuses	Wiegeliederen	
Berg, Alban		
Bergamasken		
Bergerettes		
Berger, Theodor		
Berg, Kathreine vom	Berg, Katherine vom	
Bergman	Bergman, Erik	
Bergman, Erik		
Berio, Luciano		
Bériot, Charles-Auguste de		
Berkeley, Lennox		
Berlijn		
Berlin	Berlijn	
Berliner Philharmoniker		
Berlioz, Hector		
Berman, Karel		
Berne		
Berners	Berners (Lord)	
Berners, Lord	Berners (Lord)	
Bernstein, Leonard		
Beroepsmusici		
Bersceuses	Slaapliedjes	
Berthold Goldschmidt		
Berthon		
Bertomeu, Agustin		
Berton, Henri-Montan		
Bertoni		
Bertrand, Thomas		
Berwald, Franz		
Beschouwingen		
Beschrijvingsregels		
Besoins fondamentaux	Basisbehoeften	
Besprekingen		
Beuys, Joseph		
Beweging		
Bewegingsleer		
Bewerkigen	Bewerkingen	
Bewerking	Bewerkingen	
Bewerkingen		
Bewerkingen Hongarieë, 20ste eeuw	Bewerkingen	
Bewerking Twee Piano's	Bewerkingen	
Bialias, Günter		
Biarent, Adolphe		
Bible	Bijbelstudie	
Bibliofilie		
Bibliogafieën		
Bibliografie	Bibliografieën	
Bibliografieëen	Bibliografieën	
Bibliografieen	Bibliografieën	
Bibliografieën		
Bibliographie	Bibliografieën	
Bibliographies	Bibliografieën	
Bibliologie	Bijbelstudie	
Bibliotheca Wittockiana	Bibliotheken	
Bibliotheek	Bibliotheken	
Bibliotheekbeheer		
Bibliotheekbeleid		
Bibliotheekcatalogi	Catalogi, Bibliotheken	
Bibliotheekkunde	Bibliotheekwetenschap	
Bibliotheekwetenschap		
Bibliotheekwezen	Bibliotheken	
Bibliotheken		
Bibliothèque	Bibliotheken	
Bibliothèque musicale de M. Farrenc	Bibliotheek M. Farrenc	
Bibliothèques	Bibliotheken	
Bicinia		
Biedermeier		
Bierbeek		
Biez		
Big band	Bigband	
Big Band	Bigband	
Biguines	Begijnen	
Bihar		
Bijbel	Bijbelstudie	
Bijbelmuziek		
Bijbelse liederen	Bijbelmuziek	
Bijlagen		
Bikkembergs, Kurt		
Bilans	Balansen	
Binche		
Biobibliographies	Bibliografieën	
Bio- en biografieën	Biografieën	
Biografie	Biografieën	
Biografieen	Biografieën	
Biografieën		
Biografiën	Biografieën	
Biographie	Biografieën	
Biographie, Brésil	Biografieën	
Biographie, catalogue, chronologie, 19ème siècle, 20ème siècle	Biografieën	
Biographieën	Biografieën	
Biographie : Portrait	Biografieën	
Biographies	Biografieën	
Birkenkötter, Jörg		
Birtwistle, Harrison		
Bischof, Rainer		
Bitonaliteit		
Biwa		
Bizet, Georges		
Blaasinstrumenten		
Blaaskwartetten		
Blaaskwintet	Blaaskwintetten	
Blaaskwintetten		
Blaasmuziek		
Blaasorkest	Ensembles, Blazers	
Blaassextet	Blaassextetten	
Blacher, Boris		
Blauwaert, Emiel		
Blazer	Blaasinstrumenten	
Blazerkwintet	Blaaskwintetten	
Blazers	Blaasinstrumenten	
Blazersensemble	Ensembles, Blazers	
Blazersensembles	Ensembles, Blazers	
Blazerskwintet	Blaaskwintetten	
Blazerskwintetten	Blaaskwintetten	
Blazersmuziek	Blaasmuziek	
Bloch, Ernest		
Blockx, J.	Blockx, Jan	
Blockx, Jan		
Bloemen		
Bloemlezing	Bloemlezingen	
Bloemlezingen		
Blokfluit	Blokfluit	
Blokfluit, Duo's	Blokfluit	
Blokfluiten	Blokfluit	
Blokfluitenensemble	Ensembles, Blokfluit	
Blücher, Gebhard Leberecht		
Blues		
Blues : Boogie Woogie	Boogie-Woogie	
Bluetten		
Bluettes	Bluetten	
Boccherini	Boccherini, Luigi	
Boccherini, Luigi		
Bochsa, N. C.		
Böcklin, Arnold		
Bodhrán		
Boedapest		
Boeddhisme		
Boehmer, Konrad		
Boehm, Theobald		
Boek	DELETE	
Boekbanden		
Boekverminking		
Boergondië		
Boeykens, Walter		
Bogaert		
Bohème	Bohemen	
Bohême	Bohemen	
Bohemen		
Bohemië	Bohemen	
Böhm, Karl		
Boieldieu, Adrien	Boieldieu	
Boieldieu, François-Adrien	Boieldieu	
Bois	Houtblazers	
Boito, Arrigo		
Bokes, Vladimir		
Bolaffi		
Boland	Bolland	
Bolero	Bolero's	
Boléro	Bolero's	
Bolero-beguine	Bolero's	
Bolero's		
Boléros	Bolero's	
Bolivië		
Bolland		
Bollen, Ria		
Bologna		
Bologne	Bologna	
BOLOTINE, Mina		
Bondsrepubliek		
Bonn		
Bonten, Ad.		
Boogie	Boogies	
Boogie's	Boogies	
Boogies		
Boogie woogie	Boogie-Woogie	
Boogie-woogie	Boogie-Woogie	
Boogie Woogie	Boogie-Woogie	
Boogie-Woogie	Boogie-Woogie	
Boogschieten		
Boogstreken		
Boone, Octaaf		
Bop		
Borbon, Gaspar		
Bordeaux		
Borlon, Peeter		
Borodin, Aleksandr		
Borstbeeld in halfprofiel	Borstbeeld	
Borstbeeld in halfprofiel met tekst achteraan op foto	Borstbeeld	
Borstbeeld in halfprofiel met tekst vooraan op foto	Borstbeeld	
Bosch, Hieronymus		
Bossa		
Bossa Nova		
Bossanova's	Bossa Nova	
Boston		
Bostons	Boston	
Boston Waltz	Boston	
Bottesini, Giovanni		
Bouffonneries	Opera Buffa	
Boulez	Boulez, Pierre	
Boulez, Pierre		
BOULEZ, Pierre	Boulez, Pierre	
Bourgeois, Victor		
Bourgogne		
Bourguignon, Francis		
Bournemouth		
Bourrees	Bourrées	
Bourrées		
Bouvier		
Bouwplannen		
Bovy, Vina		
Bowie, Lester		
Brabaçonne	Brabançonne	
Brabanconne	Brabançonne	
Brabançonne		
Brabant		
Bragard, Roger		
Brahms	Brahms, Johannes	
Brahms, Johannes.	Brahms, Johannes	
Brahms, Johannes		
Brailowsky, Alexander		
Braine		
Brandel, Rose		
Brandmüller, Theo		
Brandus		
Branles		
Brasil	Brazilië	
Brass	Koper	
Brass band	Brassband	
Brass-band	Brassband	
Brassband		
Brass Band	Brassband	
Brassin	Brassin, Louis	
Brassin, Louis		
Brass quintet	Koperkwintetten	
Brass quintets	Koperkwintetten	
Braxton, Anthony		
Brazil	Brazilië	
Brazilië		
BRD		
Breakdancing		
Brecht, Bertolt		
Bredal		
Brehy, Petrus Hercules		
Breithaupt, Rudolf Maria		
Breitkopf und Härtel		
Brendel, Alfred		
Brengier, Ernest		
Brescia		
Brésil	Brazilië	
Bretagne		
Bretonse muziek	Bretagne	
Brett, Dean		
Breux		
BREWAEYS, Charles		
Brewaeys, Luc		
Bridge, Frank		
Brief	Brieven	
Briefkaarten		
Briefroman		
Briefwisseling	Brieven	
Brieven	Brieven	
British Library		
Britten, Benjamin		
Broadway		
Brochures		
Brock, Robert		
Broederschappen		
Bronnen		
Bronnen, Arnolt		
Bronnenmateriaal	Bronnen	
Bronnenrepertoria	Bronnen	
Broschi, Carlo		
Brossé, Dirk		
Brown, Earle		
BRTN		
BRTN-Filharmonisch Orkest		
Bruch, Max	Bruch, Max	
Bruck		
Bruckner, Anton		
BRUCKNER, Anton	Bruckner, Anton	
Brugge		
Bruiloftsdansen	Bruiloften	
Bruiloftsliederen	Bruiloften	
Brunettes		
Brunswick		
Brussel		
Brussels	Brussel	
Bruxelles	Brussel	
Bruxelles, Belgique	Brussel	
BRUYNINCKX, V.		
Bryars, Gavin		
Buckinx, Boudewijn		
Budapest	Boedapest	
Buffin de Chosal, Victor		
Bufkens, Roland		
Bugel		
Buggenhout		
Bugle	Bugel	
Buisklokken		
Bulgarie	Bulgarije	
Bulgarije		
Bull, Alexander		
Bulletin	Nieuwsbrief	
Bulletin d'information	Nieuwsbrief	
Bulletins	Nieuwsbrief	
Bulletins d'emprunts	Ontleningen	
Bülow	Bülow	
Bülow, Hans von	Bülow	
Bülow von Dennewtiz, Friedrich Wilhelm, graaf	Bülow	
Bulumbu		
Bundel		
Burgan, Patrick		
BURGMULLER, Norbert		
Burgon, Geoffrey		
Burlesken		
Burlesque	Burlesken	
Burney	Burney, Charles	
Burney, Charles		
Buschehr		
Busnois, Antoine		
Busoni, ferruccio	Busoni, Ferruccio	
Busoni, Ferruccio		
Buste	Borstbeeld	
Butterworth, George		
Buxtehude	Buxtehude Dietrich	
Buxtehude Dietrich		
Byrd, William		
Byzantijnse muziek		
Cabaret		
Cabaretliederen	Cabaret	
Cabel, M.		
Cabus, Peter		
Caccia's		
CACCINI		
Cadences	Cadenza's	
Cadens	Cadenza's	
Cadensen	Cadenza's	
Cadenses	Cadenza's	
Cadenza	Cadenza's	
Cadenza´ s	Cadenza's	
Cadenza's		
Cadenzen	Cadenza's	
Caen		
Café-chantant	Café	
Café-concert	Café	
Cage, John		
Caisse	Kassa	
Caisse des veuves et orphelins	Weduwen- en Wezenfonds	
Cajkovskij, Petr	Tsjaikovski	
Cajun		
Cake-walks	Cakewalks	
Calamiteiten		
CALDARA	Caldara, Antonio	
Caldara, Antonio		
Caleidoscoopconcerten		
California	Californië	
Callas, Maria		
Callebert, Cecilia		
Calligrafie	Kalligrafie	
Calvary	Calvarie	
Calvé		
Calypso's		
Calzabigi, Ranieri de'		
Campana, José Luis		
Campanula		
Campeador		
Campeador. Orchestre	Campeador	
Campra		
Cana		
Canada		
Canaries	Kanaries	
Canciones	Liederen	
Candenzen	Cadenza's	
Candidature	Sollicitaties	
Candidature spontanée	Sollicitaties	
Cannes		
Cano, Francisco		
Canon	Canons	
Canon's	Canons	
Canons	Canons	
Canons musicaux	Canons	
Cantabile	Cantabile	
Cantabiles	Cantabile	
Cantata	Cantates	
Cantate	Cantates	
Cantaten	Cantates	
Cantate's	Cantates	
Cantates	Cantates	
Cantates Domino	Cantates	
Cantates pour soliste	Cantates	
Cantates pour soliste profanes	Cantates	
Cantates pour soliste sacrées	Cantates	
Cantates, profaan	Cantates	
Cantates profanes	Cantates	
Cantates sacrées	Cantates	
Cantates, Violon, Orchestre	Cantates	
Cantatilles		
Cantatino	Cantates	
Cantatrice	Zangeressen	
Cantatrices	Zangeressen	
Cantetes	Cantates	
Cantilenes		
Cantilène variée	Cantilenes	
Cantilène Variée	Cantilenes	
Cantique	Lofzangen	
Cantiques	Lofzangen	
Cantiques allemands	Lofzangen	
Cantiques français	Lofzangen	
Canto		
Cantus		
Cantus Firmus		
Canzon	Canzones	
Canzona	Canzones	
Canzona's	Canzones	
Canzone	Canzones	
Canzones	Canzones	
Canzonetta	Canzonetta's	
Canzonetta's		
Canzonettas	Canzonetta's	
Canzonette à aria	Canzonetta's	
Canzoni	Canzones	
Canzonnete	Canzonetta's	
Capdevielle, Pierre		
Capelletti, Daniel		
Capet, Lucien		
Cappricio´ s	Capriccio's	
Capriccio	Capriccio's	
Capriccio's		
Capriccios	Capriccio's	
Caprice	Capriccio's	
Caprices	Capriccio's	
Capricio's	Capriccio's	
Caraïben		
Cardon		
Caricature	Karikaturen	
Caricatures	Karikaturen	
Carillon	Beiaard	
Carillons	Beiaard	
CARISSIMI		
Carlevaro		
Carl Flesch		
Carmen		
Carmina Burana		
Carnaval		
Carnavals	Carnaval	
Carnegie Hall		
Carnets de voyage	Reisverslagen	
Carnival de Venise	Carnaval	
Carols	Kerstliederen	
Carpelan, Axel		
Carreño, Teresa		
Carrière		
Carter, Andrew	Carter	
Carter, Elliott	Carter	
Carter, Ron	Carter	
Cartes de nouvel an	Nieuwjaarskaarten	
Cartes de visite	Visitekaartjes	
Cartes de voeux	Wenskaarten	
Cartoon	Cartoons	
Cartoons		
Casals	Casals, Pablo	
Casals, Pablo		
Casanova		
Cassationen		
Casse noisette	Notenkraker	
Cassettes		
Castagnetten		
Castérède, Jacques		
Castillië	Castilië	
Castraten		
Castro, Jean de		
Catalani, Angelica		
Catalogi		
Catalogi, bibliotheken	Catalogi, Bibliotheken	
Catalogi, tentoonstelling		
Catalogi tentoonstellingen	Catalogi, tentoonstelling	
Catalogi, tentoonstellingen	Catalogi, tentoonstelling	
Catalogi, veilingen	Catalogi, veiling	
Catalogue	Catalogi	
Catalogue des compositions	Catalogi	
Catalogue d'exposition	Catalogi, tentoonstelling	
Catalogue en ligne	Catalogi	
Catalogues	Catalogi	
Catalogues d'éditeur	Catalogi, uitgever	
Catalogues de vente	Catalogi, veiling	
Catalogues de vente publique	Catalogi, veiling	
Catalogues de ventes	Catalogi, veiling	
Catalogues d'exposition	Catalogi, tentoonstelling	
Catalogues raisonnés	Catalogi	
Catalogues thématiques	Catalogi, thematisch	
Catalogue thématique	Catalogi, thematisch	
Catalogus	Catalogi	
Catalogusbouw		
Catalogus, tentoonstelling	Catalogi, tentoonstelling	
Catalogus vioolmethodes bibliotheek Koninklijk Conservatorium Brussel	Catalogi	
Catalonië		
Catalunië	Catalonië	
Catches		
Cavaillé-Coll	Cavaillé-Coll, Aristide	
Cavaillé-Coll, Aristide		
Cavalieri, Emilio de'		
Cavalleria Rusticana		
Cavalli, Francesco		
Cavatina's		
Cavatines	Cavatina's	
Caviers		
CeBeDem	CeBeDeM	
CeBeDeM		
Celesta		
Célesta	Celesta	
Celli	Cello	
Cellisten		
Cello		
Cello Concerti	Celloconcerto's	
Celloconcerto	Celloconcerto's	
Cello en piano	Cello	
Cello Koninklijk Conservatorium Brussel	Cello	
Cellokwartet	Cellokwartetten	
Cello-orkest	Cello	
Celtiques	Harp, Keltisch	
Cembalo	Klavecimbel	
Centenaire	Honderdjarig	
Centraal-Amerika		
Ceramic flute	Keramisch	
Cercle artistique	Artistieke Kring	
Cercle Artistique	Artistieke Kring	
Cercle des concerts d'hiver	Winterconcertencyclus	
Cercle musical	Muzikale kring	
Ceremonie		
Certificaten		
Cervelló, Jordi		
César Cui		
CEUNINCK, Emile de		
Chacarera's		
Chacha	Chachacha's	
Cha-cha-cha	Chachacha's	
Chachacha's		
Chaconnes		
Chailley, Jacques		
Chalumeau		
Chamber music	Kamermuziek	
Chamber Music	Kamermuziek	
Champagne-Ardenne		
Chancons	Liederen	
Chanso	Liederen	
Chanson	Liederen	
Chansones	Liederen	
Chanson française	Liederen, Frans	
Chanson-marche	Marsliederen	
Chansonnettes	Liederen	
Chansons	Liederen	
Chansons acc. de basse continue	Liederen	
Chansons acc. de piano	Zang en piano	
Chansons afrikaans	Liederen, Afrikaans	
Chansons anciennes, harmonisation, France	Liederen	
Chansons anglaises	Liederen, Engels	
Chansons d'amour	Liefdesliederen	
Chansons de films	Filmliederen	
Chansons d'enfant	Kinderliederen	
Chansons écossaises	Liederen, Schots	
Chansons en anglais	Liederen, Engels	
Chansons enfantines	Kinderliederen	
Chansons françaises	Liederen, Frans	
Chansons géorgiennes	Liederen, Georgisch	
Chansons instrumentales	Liederen, instrumentaal	
Chansons populaires	Liederen, populair	
Chansons traditionnelles	Liederen, traditioneel	
Chansons tsiganes	Zigeunerliederen	
Chansons vocales	Liederen	
Chanson triste	Liederen	
Chant	Zang	
CHANT	Zang	
CHANT + Accordéon	Zang	
Chant + ad libitum	Zang	
CHANT + ALTO	Zang	
Chant choral	Koorzang	
Chant de l'Eglise byzantine	Zang, Byzantijnse kerk	
Chanter	Zang	
Chant et piano	Zang en piano	
Chanteurs	Zangers	
Chanteuse	Zangeressen	
Chant grégorien	Gregoriaans	
Chantilly		
Chant lyrique	Lyrische zang	
Chant polyphonique	Zang, meerstemmig	
Chants	Liederen	
Chants à Marie	Marialiederen	
Chants de Noël	Kerstliederen	
Chants d'oiseaux	Vogelzang	
Chants et piano	Zang en piano	
Chants grégoriens	Gregoriaans	
Chants judeo-espagnols	Joodse muziek	
Chants juifs	Joodse muziek	
Chants liturgiques	Liturgische muziek	
Chants patriotiques	Liederen, patriottisch	
Chapelle de Musique	Muziekkapel	
Chapelle musicale	Muziekkapel	
Charentes		
Charleroi		
Charles-Philippe de Chenevières		
Charlestons		
Charpentier, Jacques	Charpentier	
Charpentier, Marc Antoine	Charpentier	
Charter van Parma		
Chasses	Jacht	
Château	Kasteel	
Chaumont	Chaumont, Emile	
Chaumont, Emile		
Chausson, Ernest		
Chaynes, Charles		
Chédeville		
Chef d'orchestre	Dirigenten	
Chefs de musique	Dirigenten	
Chefs d'orchestre	Dirigenten	
Chen, Qigang		
Cherry, Don		
Cherubini	Cherubini, Luigi	
Cherubini, Luigi		
Chester, Gary		
Chevalier, Maurice		
Chevillard, Camille		
Chicago		
Chilcott, Bob		
Chili		
China		
Chine	China	
Chinese liederen	Liederen, Chinees	
Chinese Muziek	China	
Chitarra		
Choeur	Koor	
Choeur de cuivre	Ensembles, koper	
Choeur de remerciement	Dankwoord	
Choeur et orchestre	Koor	
Choeurs	Koor	
Choeurs acc. de clavecin	Koor	
Choeurs d'enfant	Kinderkoren	
Choeurs des Communautés Européennes	Koren van de Europese Gemeenschappen	
Choeurs d'homme	Mannenkoor	
Choeurs mixtes acc. d'ensemble instrumental	Gemengde koren	
Choeurs profanes	Profane muziek	
Chong, Kee Yong	Chong, Kee-Yong	
Chong, Kee-Yong		
Chopin	Chopin, Fryderyk	
CHOPIN	Chopin, Fryderyk	
Chopin, Frédéric	Chopin, Fryderyk	
CHOPIN, Frédéric	Chopin, Fryderyk	
Chopin, Fryderyk		
Choral	Koralen	
Chorale Caecilia		
Choralen	Koralen	
Chorales	Koralen	
Choral Music, Master index, instrumentation	Koor	
Chorals	Koralen	
Chorals pour orgue	Koralen, orgel	
Chordes	Strijkers	
Chords	Akkoorden	
Choreografie		
Choreografieën	Choreografie	
Chorinho's		
Chôros		
CHOSTAKOVITCH, Dimitri	Shostakovich, Dimitri	
Chrennikow, Tichon		
Christianisme	Christendom	
Christian IV	Christian	
Christine	Christine	
Christine Nilsson	Christine	
Chromatiek		
Chromatische harp	Harp, Chromatisch	
Chronique	Kronieken	
Chronologie		
Ciacona		
Cibells		
Cijfermethode		
Cikker		
Cimbalo	Cimbalom	
Cimbalon	Cimbalom	
Cinema	Film	
Cinéma et opéra	Filmopera	
Cinq instruments	Kwintetten	
Cinq minutes contemplatives	DELETE	
Cinquantenaire	Vijftigjarig	
Circulation	Circulatie	
Circus		
Citaatmuziek		
Citaten		
Citer		
Cithare	Citer	
Cithares	Citer	
Clarinet	Klarinet	
Clarinetquartet	Klarinetkwartetten	
Clarinet Quintet	Klarinetkwintetten	
Clarinette	Klarinet	
Clarinette basse	Basklarinet	
Clarinette et ensemble de clarinettes	Klarinet	
Clarinette et flûtes (3)	Klarinetkwartetten	
Clarinette et orchestre	Klarinet	
Clarinette et orchestre à cordes	Klarinet	
Clarinette et piano	Klarinet	
Clarinette et piano, Musique de	Klarinet	
Clarinette et saxophone, Musique de	Klarinet	
Clarinette, Musique de	Klarinet	
Clarinettes	Klarinet	
Clarinettes (4)	Klarinetkwartetten	
Clarinette, violon, altos (2), violoncelle	Klarinetkwintetten	
Clarinette, violon, alto, violoncelle	Klarinetkwartetten	
Clarinette, violons (2), alto, violoncelle	Klarinetkwintetten	
Clarinettistes	Klarinettisten	
Classes	Klassen	
Classicisme	Klassicisme	
Classique	Klassiek	
Clausules		
Clavecimbel	Klavecimbel	
Clavecin	Klavecimbel	
Clavecin, cors (2), flutes (2), violons (2), alto, violoncelle	Klavecimbel	
Clavecin et flûte	Klavecimbel	
Clavecin, Musique de	Klavecimbel	
Clavecins	Klavecimbel	
Clavecin, violon, basse continue	Klavecimbel	
Claves		
Clavicembalo	Klavecimbel	
Clavichord	Klavichord	
Clavicytherium		
Clavier	Klavier	
Claviers	Klavier	
Clemens non papa		
Closson	Closson, Ernest	
Closson, Ernest		
CLOSSON, Ernest	Closson, Ernest	
Clôtures de concerts	Concertsluiting	
Clusters		
Cluysenaar, Jean-Pierre		
Cobus		
Cockaigne. Op. 40	Cockaigne	
Coconut ocarina		
Codex	Codexen	
Codexen		
Cohérence musicale	Muzikale samenhang	
Coimbra		
Colbran, Isabel		
Coleman, Bill	Coleman	
Coleman, Ornette	Coleman	
Colinda's		
Collaer		
Collage		
Collectie	Collecties	
Collectie Fétis	Collectie Fétis	
Collecties	Collecties	
Collectie Sint-Goedele	Fonds Sint-Goedele	
Collectie Wagener		
Collectie Westphal		
Collection	Collecties	
Collection Gevaerts	Collectie Gevaert	
Collectionneurs et collections	Verzamelaars	
Collection perfecta		
Collections musicales	Muziekverzamelingen	
Colloque	Colloquium	
Colombo Taccani, Giorgio		
Coloratuur sopraan	Coloratuursopraan	
Coloratuursopraan		
Coltrane, John		
Columbia	Colombia	
Colums		
Combo		
Combo Jazz	Jazzcombo	
Comedia del arte	Commedia dell'arte	
Comedian harmonists	Comedian Harmonists	
Comedie francaise	Komedies, Frans	
Comédie française	Komedies, Frans	
Comédie héroïque	Komedies, Heroïsch	
Comedie, Italiaans	Komedies, Italiaans	
Comédie lyrique	Komedies, Lyrisch	
Comédie-pastorale	Komedies, Pastoraal	
Comedies	Komedies	
Comédies	Komedies	
Comédies lyriques	Komedies	
Comédies musicales	Komedies	
Comedy	Komedies	
Commande d'oeuvre	Opdracht	
Commedia dell' arte	Commedia dell'arte	
Commentaire	Commentaar	
Commentaires	Commentaar	
Commercialisering		
Commissie van Toezicht		
Commission administrative du Conservatoire royal de Musique		
Communieliederen		
Communiones	Communions	
Communisme		
Compact discgids	Catalogi, CD	
Compagnie royale des Anciens Arbalétriers Visétois		
Comparaison artistique	Artistieke vergelijking	
Compeador. Orchestre		
Compilations	Compilaties	
Complaintes	Klaagzangen	
Componist	Componisten	
Componisten		
Componisten : Italië	Componisten	
Comportement collectif	Collectief gedrag	
Compositeur	Componisten	
Compositeur d'Opéra	Componisten, opera	
Compositeur italien	Componisten, Italiaans	
Compositeurs	Componisten	
Compositeurs belges	Componisten, Belgisch	
Compositeurs classiques	Componisten, Klassiek	
Compositeurs et instrumentistes face à la grande guerres	Componisten, Oorlogs-	
Compositeurs français	Componisten, Frans	
Compositie		
Compositie Jazz	Compositie, Jazz	
Compositieleer		
Compositiereflectie	Compositie	
Composities	Werken	
Compositietechniek	Compositietechnieken	
Compositietechnieken		
Compositiewedstrijd	Wedstrijden, compositie	
Composition	Compositie	
Composition contrapuntique	Compositie, contrapunt	
Composition polyphonique	Compositie, polyfoon	
Composition pour piano	Werken, piano	
Compositions	Werken	
Compositions pour clavier	Werken, klavier	
Compositions pour orgue	Werken, orgel	
Compositions pour piano	Werken, piano	
Compositrices	Componisten, vrouwen	
Compozioni		
Computer	Computers	
Computercompositie	Compositie, computer	
Computermuziek		
Computerprogramma's		
Computertechnologie	Computerwetenschappen	
Computerwetenschap	Computerwetenschappen	
Computerwetenschappen		
Concert	Concerten	
Concert à cinq. Flûte, harpe, violon, alto, violoncelle. Op. 71	Kwintetten	
Concertant	Concertante	
Concertantes	Concertante	
Concertante symfonieën	Concertante	
Concertanti	Concertante	
Concertaria's		
Concert Bach	DELETE	
Concert Durant	Concerts Durant	
Concerten		
Concerten, Symfonie	Concerten	
Concerten : Travaux et écrits académiques	Concerten	
Concertetudes		
Concertflyer	Concertfolders	
Concertflyers	Concertfolders	
Concertfolders		
Concertgebouw		
Concerti	Concerto's	
Concerti, Cello	Celloconcerto's	
Concerti grossi	Concerti Grossi	
Concerti, klavecimbel	Klavecimbelconcerto's	
Concerti klav str fluiten	Concerto's	
Concertina	Concertino's	
Concertino	Concertino's	
Concertino's		
Concertinos	Concertino's	
Concertino's, Klavier, Vierhandig	Concertino's	
Concertino's, Piano	Concertino's	
Concerti, orgel, klavecimbel, Engeland, 18e eeuw	Concerto's	
Concerti : Piano	Pianoconcerto's	
Concerti pour violon	Vioolconcerto's	
Concerti, viool, str	Vioolconcerto's	
Concertleven	Muziekleven	
Concerto	Concerto's	
Concerto à 4	Concerto's	
Concerto grosso	Concerti Grossi	
Concerto Polonoise	Concerto's	
Concerto pour piano	Pianoconcerto's	
Concerto pour trompette et piano	Trompetconcerto's	
Concerto pour violon	Vioolconcerto's	
Concerto's		
Concertos	Concerto's	
Concerto Spiritual	Concerts spirituels	
Concertos pour luth	Luitconcerto's	
Concertos pour piano	Pianoconcerto's	
Concertouverture		
Concerto. Violoncelle et orchestre. Op. 18	Celloconcerto's	
Concerto. Violoncelle, orchestre. Op. 18	Celloconcerto's	
Concerto. Violoncelle, piano. Op. 18	Celloconcerto's	
Concerto. Violon, orchestre. Op. 17	Vioolconcerto's	
Concertprogramma's	Programma's, concert	
Concertreizen	Reizen	
Concert royal	Concerten	
Concerts	Concerten	
Concerts Defauw		
Concerts Durant		
Concerts historiques		
Concerts spirituels		
Concertstuk	Concertstukken	
Concertstukken		
Concerts Ysaye	Concerts Ysaÿe	
Concerts Ysaÿe		
Concertvereniging	Concertverenigingen	
Concertverenigingen		
Concert Ysaye	Concerts Ysaÿe	
Concertzaal	Concertzalen	
Concertzalen		
Concours	Wedstrijden	
Concours de composition	Wedstrijden, compositie	
Concours de Rome de composition	Wedstrijden, Prix de Rome	
Concours Reine Elisabeth	Koningin Elisabethwedstrijd	
Concreet geluid	musique concrète	
Condroz		
Conducteurs	Dirigenten	
Conducti	Dirigenten	
Confédération helvétique	Zwitserland	
Conference proceedings	Proceedings	
Conférences	Conferenties	
Conferentieverslagen	Proceedings	
Congo		
Congo belge	Belgisch Congo	
Congres	Conferenties	
Congrès	Conferenties	
Congresberichten	Proceedings	
Congreskolom		
